Species,PlantedStand,Block,Canopy,Understory,OriginStand,SdlgNo,TagColor,UniqueID,Date1,Date2,Date3,Date4,Date5,Height1,Height2,Height3,HeightDate4,HeightDate5,Season1,Season2,Season3,Season4,Season5,StatusDate1,StatusDate2,StatusDate3,StatusDate4,StatusDate5,Year1,Year2,Year3,Year4,Year5,Initial Height,RtCrnHeightDate5,comments,CompAmt,CompAmt
TSME,1603,PARA1,CompAbsent,CompAbsent,1460,66,YL,TSME1460-66,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.5,,,CompAbsentCompAbsent,1
TSME,1603,PARA4,CompAbsent,CompAbsent,1460,76,YL,TSME1460-76,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.5,,,CompAbsentCompAbsent,1
TSME,1603,PARA1,CompAbsent,CompAbsent,1460,504,YL,TSME1460-504,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.5,,,CompAbsentCompAbsent,1
TSME,1603,PARA4,CompPresent,CompPresent,1603,58,BL,TSME1603-58,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.5,,,CompPresentCompPresent,4
TSME,1603,PARA5,CompAbsent,CompAbsent,1603,89,BL,TSME1603-89,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.5,,,CompAbsentCompAbsent,1
TSME,1603,PARA5,CompAbsent,CompPresent,1197,208,RD,TSME1197-208,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.6,,,CompAbsentCompPresent,2
TSME,1603,PARA2,CompAbsent,CompAbsent,1197,272,RD,TSME1197-272,8/25/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.6,,,CompAbsentCompAbsent,1
TSME,1603,PARA2,CompPresent,CompAbsent,1197,514,RD,TSME1197-514,9/1/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.6,,,CompPresentCompAbsent,3
TSME,1603,PARA2,CompAbsent,CompAbsent,1460,463,YL,TSME1460-463,8/25/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.6,,,CompAbsentCompAbsent,1
TSME,1603,PARA5,CompPresent,CompPresent,1603,330,BL,TSME1603-330,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.6,,,CompPresentCompPresent,4
TSME,1603,PARA5,CompAbsent,CompAbsent,1197,212,RD,TSME1197-212,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompAbsentCompAbsent,1
TSME,1603,PARA3,CompPresent,CompAbsent,1197,237,RD,TSME1197-237,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompPresentCompAbsent,3
TSME,1603,PARA5,CompPresent,CompAbsent,1197,247,RD,TSME1197-247,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompPresentCompAbsent,3
TSME,1603,PARA4,CompAbsent,CompAbsent,1197,260,RD,TSME1197-260,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompAbsentCompAbsent,1
TSME,1603,PARA5,CompAbsent,CompAbsent,1197,496,RD,TSME1197-496,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompAbsentCompAbsent,1
TSME,1603,PARA4,CompAbsent,CompPresent,1460,7,YL,TSME1460-7,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompAbsentCompPresent,2
TSME,1603,PARA5,CompAbsent,CompAbsent,1460,22,YL,TSME1460-22,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompAbsentCompAbsent,1
TSME,1603,PARA3,CompPresent,CompAbsent,1460,89,YL,TSME1460-89,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompPresentCompAbsent,3
TSME,1603,PARA3,CompAbsent,CompPresent,1460,93,YL,TSME1460-93,8/16/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompAbsentCompPresent,2
TSME,1603,PARA4,CompPresent,CompAbsent,1460,273,YL,TSME1460-273,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompPresentCompAbsent,3
TSME,1603,PARA4,CompPresent,CompAbsent,1603,138,BL,TSME1603-138,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompPresentCompAbsent,3
TSME,1603,PARA4,CompAbsent,CompPresent,1603,373,BL,TSME1603-373,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompAbsentCompPresent,2
TSME,1603,PARA4,CompAbsent,CompPresent,1603,512,BL,TSME1603-512,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompAbsentCompPresent,2
TSME,1603,PARA4,CompPresent,CompPresent,1603,557,BL,TSME1603-557,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.7,,,CompPresentCompPresent,4
TSME,1603,PARA1,CompAbsent,CompPresent,1197,221,RD,TSME1197-221,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.8,,,CompAbsentCompPresent,2
TSME,1603,PARA4,CompPresent,CompPresent,1197,281,RD,TSME1197-281,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.8,,,CompPresentCompPresent,4
TSME,1603,PARA3,CompPresent,CompPresent,1197,493,RD,TSME1197-493,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.8,,,CompPresentCompPresent,4
TSME,1603,PARA5,CompAbsent,CompAbsent,1460,43,YL,TSME1460-43,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.8,,,CompAbsentCompAbsent,1
TSME,1603,PARA4,CompPresent,CompAbsent,1460,363,YL,TSME1460-363,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.8,,,CompPresentCompAbsent,3
TSME,1603,PARA5,CompAbsent,CompAbsent,1460,567,YL,TSME1460-567,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.8,,,CompAbsentCompAbsent,1
TSME,1603,PARA4,CompAbsent,CompPresent,1603,160,BL,TSME1603-160,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.8,,,CompAbsentCompPresent,2
TSME,1603,PARA4,CompAbsent,CompPresent,1603,236,BL,TSME1603-236,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.8,,,CompAbsentCompPresent,2
TSME,1603,PARA3,CompPresent,CompPresent,1603,442,BL,TSME1603-442,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.8,,,CompPresentCompPresent,4
TSME,1603,PARA3,CompPresent,CompPresent,1603,443,BL,TSME1603-443,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.8,,,CompPresentCompPresent,4
TSME,1603,PARA2,CompPresent,CompAbsent,1197,278,RD,TSME1197-278,9/1/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.9,,,CompPresentCompAbsent,3
TSME,1603,PARA5,CompAbsent,CompAbsent,1197,509,RD,TSME1197-509,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.9,,,CompAbsentCompAbsent,1
TSME,1603,PARA5,CompPresent,CompPresent,1460,16,YL,TSME1460-16,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.9,,,CompPresentCompPresent,4
TSME,1603,PARA4,CompAbsent,CompPresent,1460,495,YL,TSME1460-495,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.9,,,CompAbsentCompPresent,2
TSME,1603,PARA2,CompPresent,CompPresent,1603,282,BL,TSME1603-282,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.9,,,CompPresentCompPresent,4
TSME,1603,PARA4,CompAbsent,CompPresent,1197,284,RD,TSME1197-284,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompAbsentCompPresent,2
TSME,1603,PARA2,CompPresent,CompAbsent,1460,34,YL,TSME1460-34,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompPresentCompAbsent,3
TSME,1603,PARA1,CompPresent,CompPresent,1460,39,YL,TSME1460-39,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompPresentCompPresent,4
TSME,1603,PARA3,CompPresent,CompAbsent,1460,57,YL,TSME1460-57,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompPresentCompAbsent,3
TSME,1603,PARA4,CompAbsent,CompPresent,1460,60,YL,TSME1460-60,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompAbsentCompPresent,2
TSME,1603,PARA3,CompPresent,CompPresent,1460,95,YL,TSME1460-95,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompPresentCompPresent,4
TSME,1603,PARA3,CompPresent,CompPresent,1460,406,YL,TSME1460-406,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompPresentCompPresent,4
TSME,1603,PARA4,CompPresent,CompAbsent,1460,488,YL,TSME1460-488,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompPresentCompAbsent,3
TSME,1603,PARA1,CompAbsent,CompAbsent,1603,2,BL,TSME1603-2,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompAbsentCompAbsent,1
TSME,1603,PARA4,CompPresent,CompPresent,1603,176,BL,TSME1603-176,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompPresentCompPresent,4
TSME,1603,PARA3,CompPresent,CompAbsent,1603,235,BL,TSME1603-235,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompPresentCompAbsent,3
TSME,1603,PARA5,CompPresent,CompAbsent,1603,361,BL,TSME1603-361,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2,,,CompPresentCompAbsent,3
TSME,1603,PARA1,CompAbsent,CompAbsent,1197,211,RD,TSME1197-211,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.1,,,CompAbsentCompAbsent,1
TSME,1603,PARA4,CompPresent,CompPresent,1197,243,RD,TSME1197-243,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.1,,,CompPresentCompPresent,4
TSME,1603,PARA3,CompPresent,CompPresent,1197,516,RD,TSME1197-516,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.1,,,CompPresentCompPresent,4
TSME,1603,PARA4,CompPresent,CompPresent,1460,14,YL,TSME1460-14,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.1,,,CompPresentCompPresent,4
TSME,1603,PARA2,CompPresent,CompPresent,1460,28,YL,TSME1460-28,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.1,,,CompPresentCompPresent,4
TSME,1603,PARA4,CompAbsent,CompAbsent,1460,50,YL,TSME1460-50,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.1,,,CompAbsentCompAbsent,1
TSME,1603,PARA5,CompAbsent,CompAbsent,1197,226,RD,TSME1197-226,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompAbsentCompAbsent,1
TSME,1603,PARA1,CompAbsent,CompPresent,1197,501,RD,TSME1197-501,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompAbsentCompPresent,2
TSME,1603,PARA5,CompAbsent,CompAbsent,1197,503,RD,TSME1197-503,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompAbsentCompAbsent,1
TSME,1603,PARA5,CompPresent,CompAbsent,1197,511,RD,TSME1197-511,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompPresentCompAbsent,3
TSME,1603,PARA4,CompAbsent,CompPresent,1460,13,YL,TSME1460-13,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompAbsentCompPresent,2
TSME,1603,PARA5,CompPresent,CompPresent,1460,23,YL,TSME1460-23,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompPresentCompPresent,4
TSME,1603,PARA3,CompPresent,CompAbsent,1460,69,YL,TSME1460-69,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompPresentCompAbsent,3
TSME,1603,PARA2,CompPresent,CompAbsent,1603,562,BL,TSME1603-562,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompPresentCompAbsent,3
TSME,1603,PARA5,CompPresent,CompAbsent,1460,18,YL,TSME1460-18,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.3,,,CompPresentCompAbsent,3
TSME,1603,PARA4,CompAbsent,CompPresent,1460,6,YL,TSME1460-6,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompAbsentCompPresent,2
TSME,1603,PARA5,CompAbsent,CompAbsent,1460,8,,TSME1460-8,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompAbsentCompAbsent,1
TSME,1603,PARA2,CompPresent,CompPresent,1460,433,YL,TSME1460-433,9/1/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompPresentCompPresent,4
TSME,1603,PARA5,CompPresent,CompPresent,1603,173,BL,TSME1603-173,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompPresentCompPresent,4
TSME,1603,PARA3,CompPresent,CompPresent,1603,281,BL,TSME1603-281,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompPresentCompPresent,4
TSME,1603,PARA3,CompPresent,CompAbsent,1197,506,RD,TSME1197-506,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompAbsent,3
TSME,1603,PARA3,CompPresent,CompPresent,1460,79,YL,TSME1460-79,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompPresent,4
TSME,1603,PARA5,CompAbsent,CompAbsent,1603,479,BL,TSME1603-479,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompAbsent,1
TSME,1603,PARA5,CompAbsent,CompAbsent,1603,486,BL,TSME1603-486,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompAbsent,1
TSME,1603,PARA5,CompAbsent,CompPresent,1460,1,YL,TSME1460-1,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompAbsentCompPresent,2
TSME,1603,PARA5,CompAbsent,CompPresent,1460,4,YL,TSME1460-4,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompAbsentCompPresent,2
TSME,1603,PARA1,CompPresent,CompAbsent,1460,46,YL,TSME1460-46,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompAbsent,3
TSME,1603,PARA3,CompPresent,CompAbsent,1603,316,BL,TSME1603-316,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompAbsent,3
TSME,1603,PARA1,CompAbsent,CompAbsent,1197,197,RD,TSME1197-197,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompAbsentCompAbsent,1
TSME,1603,PARA2,CompPresent,CompAbsent,1460,20,YL,TSME1460-20,8/16/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompAbsent,3
TSME,1603,PARA3,CompPresent,CompAbsent,1460,58,YL,TSME1460-58,8/3/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompAbsent,3
TSME,1603,PARA5,CompPresent,CompPresent,1603,586,BL,TSME1603-586,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompPresent,4
TSME,1603,PARA5,CompAbsent,CompPresent,1197,206,RD,TSME1197-206,8/19/11,9/28/11,7/24/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.9,,,CompAbsentCompPresent,2
TSME,1603,PARA2,CompAbsent,CompAbsent,1603,192,BL,TSME1603-192,9/1/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,3,,,CompAbsentCompAbsent,1
TSME,1603,PARA1,CompPresent,CompPresent,1603,447,BL,TSME1603-447,8/3/11,9/28/11,8/1/12,9/11/12,8/8/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,3,,,CompPresentCompPresent,4
TSME,1650,HIGH4,CompPresent,CompPresent,1197,436,RD,TSME1197-436,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.1,,,CompPresentCompPresent,4
TSME,1650,HIGH1,CompAbsent,CompAbsent,1460,97,YL,TSME1460-97,9/1/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.1,,,CompAbsentCompAbsent,1
TSME,1650,HIGH1,CompAbsent,CompAbsent,1603,149,BL,TSME1603-149,9/1/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.1,,,CompAbsentCompAbsent,1
TSME,1650,HIGH3,CompPresent,CompPresent,1197,437,RD,TSME1197-437,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.2,,,CompPresentCompPresent,4
TSME,1650,HIGH2,CompAbsent,CompPresent,1197,568,RD,TSME1197-568,8/24/11,9/28/11,7/30/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.2,,,CompAbsentCompPresent,2
TSME,1650,HIGH5,CompPresent,CompAbsent,1460,399,YL,TSME1460-399,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.2,,,CompPresentCompAbsent,3
TSME,1650,HIGH4,CompPresent,CompPresent,1197,70,RD,TSME1197-70,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.3,,,CompPresentCompPresent,4
TSME,1650,HIGH5,CompAbsent,CompAbsent,1197,398,RD,TSME1197-398,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.3,,,CompAbsentCompAbsent,1
TSME,1650,HIGH4,CompPresent,CompAbsent,1197,460,RD,TSME1197-460,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.3,,,CompPresentCompAbsent,3
TSME,1650,HIGH3,CompPresent,CompPresent,1197,473,RD,TSME1197-473,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.3,,,CompPresentCompPresent,4
TSME,1650,HIGH5,CompPresent,CompAbsent,1197,535,RD,TSME1197-535,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.3,,,CompPresentCompAbsent,3
TSME,1650,HIGH5,CompAbsent,CompPresent,1460,425,YL,TSME1460-425,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.3,,,CompAbsentCompPresent,2
TSME,1650,HIGH4,CompPresent,CompAbsent,1460,429,,TSME1460-429,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,1.3,,,CompPresentCompAbsent,3
TSME,1650,HIGH5,CompPresent,CompAbsent,1603,533,BL,TSME1603-533,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.3,,,CompPresentCompAbsent,3
TSME,1650,HIGH5,CompPresent,CompPresent,1197,408,RD,TSME1197-408,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.4,,,CompPresentCompPresent,4
TSME,1650,HIGH3,CompPresent,CompAbsent,1197,452,RD,TSME1197-452,8/16/11,9/28/11,8/1/12,9/12/12,8/7/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,1.4,,,CompPresentCompAbsent,3
